-----SNMP query started-----
1: productType.0 pciBased(2)
2: productVersion.0 NetApp Release 8.1.1 7-Mode: Mon Jul 30 12:49:46 PDT 2012
3: productId.0 2014941127
4: productVendor.0 netapp(1)
5: productModel.0 FAS3240
6: productFirmwareVersion.0 5.1.1
7: productGuiUrl.0 https://:443/na_admin
8: productApiUrl.0 https://:443/servlets/netapp.servlets.admin.XMLrequest_filer
9: productSerialNum.0 850000223796
10: productPartnerSerialNum.0 unknown
11: productCPUArch.0 5
12: productTrapData.0 Trap variable currrently unused.
13: productMachineType.0 FAS3240
5660: raidVEntry.37.2.3.8 
5661: raidVEntry.37.2.3.9 
5662: raidVEntry.37.2.3.10 
5663: raidVEntry.37.2.3.11 
5664: raidVEntry.37.2.3.12 
5665: raidVEntry.37.2.3.13 
5666: raidVEntry.37.2.3.14 
5667: raidVEntry.37.2.3.15 
5668: raidVEntry.37.2.3.16 
5669: raidVEntry.37.2.3.17 
5670: spareIndex.1 1
5671: spareIndex.2 2
5672: spareIndex.3 3
5673: spareIndex.4 4
5674: spareDiskName.1 spare disk 0a.00.22
5675: spareDiskName.2 spare disk 2a.02.23
5676: spareDiskName.3 spare disk 2b.03.23
5677: spareDiskName.4 spare disk 2b.03.22
5678: spareStatus.1 spare(1)
5679: spareStatus.2 spare(1)
5680: spareStatus.3 spare(1)
5681: spareStatus.4 spare(1)
5682: spareDiskId.1 2686979
5683: spareDiskId.2 5963777
5684: spareDiskId.3 5308417
5685: spareDiskId.4 4521985
5686: spareScsiAdapter.1 0a
5687: spareScsiAdapter.2 2a
5688: spareScsiAdapter.3 2b
5689: spareScsiAdapter.4 2b
5690: spareScsiId.1 30
5691: spareScsiId.2 543
5692: spareScsiId.3 799
5693: spareScsiId.4 798
5694: spareTotalMb.1 1695759
5695: spareTotalMb.2 1695759
5696: spareTotalMb.3 1695759
5697: spareTotalMb.4 1695759
5698: spareTotalBlocks.1 -822052480
5699: spareTotalBlocks.2 -822052480
5700: spareTotalBlocks.3 -822052480
5701: spareTotalBlocks.4 -822052480
5702: spareDiskPort.1 portA(1)
5703: spareDiskPort.2 portA(1)
5704: spareDiskPort.3 portB(2)
5705: spareDiskPort.4 portB(2)
5706: spareSecondaryDiskName.1 2d.00.22
5707: spareSecondaryDiskName.2 2b.02.23
5708: spareSecondaryDiskName.3 2a.03.23
5709: spareSecondaryDiskName.4 2a.03.22
5710: spareSecondaryDiskPort.1 portB(2)
5711: spareSecondaryDiskPort.2 portB(2)
5712: spareSecondaryDiskPort.3 portA(1)
5713: spareSecondaryDiskPort.4 portA(1)
5714: spareShelf.1 0
5715: spareShelf.2 2
5716: spareShelf.3 3
5717: spareShelf.4 3
5718: spareBay.1 22
5719: spareBay.2 23
5720: spareBay.3 23
5721: spareBay.4 22
5722: sparePool.1 Pool0
5723: sparePool.2 Pool0
5724: sparePool.3 Pool0
5725: sparePool.4 Pool0
5726: spareSectorSize.1 520
5727: spareSectorSize.2 520
5728: spareSectorSize.3 520
5729: spareSectorSize.4 520
5730: spareDiskSerialNumber.1 Z1P4R2P7
5731: spareDiskSerialNumber.2 YGJX2Y9A
5732: spareDiskSerialNumber.3 YGJW1ZZA
5733: spareDiskSerialNumber.4 YGJW21XA
5734: spareDiskVendor.1 NETAPP 
5735: spareDiskVendor.2 NETAPP 
5736: spareDiskVendor.3 NETAPP 
5737: spareDiskVendor.4 NETAPP 
5738: spareDiskModel.1 X306_SMSKP02TSSM
5739: spareDiskModel.2 X306_HMARK02TSSA
5740: spareDiskModel.3 X306_HMARK02TSSA
5741: spareDiskModel.4 X306_HMARK02TSSA
5742: spareDiskFirmwareRevision.1 NA01
5743: spareDiskFirmwareRevision.2 NA01
5744: spareDiskFirmwareRevision.3 NA01
5745: spareDiskFirmwareRevision.4 NA01
5746: spareDiskRPM.1 7200
5747: spareDiskRPM.2 7200
5748: spareDiskRPM.3 7200
5749: spareDiskRPM.4 7200
5750: spareDiskType.1 BSAS
5751: spareDiskType.2 BSAS
5752: spareDiskType.3 BSAS
5753: spareDiskType.4 BSAS
5754: spareEntry.22.1 500605BA:00B18D08:00000000:00000000:00000000:00000000:00000000:00000000:00000000:00000000
5755: spareEntry.22.2 50000C90:004F4F64:00000000:00000000:00000000:00000000:00000000:00000000:00000000:00000000
5756: spareEntry.22.3 50000C90:004F4F18:00000000:00000000:00000000:00000000:00000000:00000000:00000000:00000000
5757: spareEntry.22.4 50000C90:004F50B0:00000000:00000000:00000000:00000000:00000000:00000000:00000000:00000000
5758: spareEntry.23.1 3472914816
5759: spareEntry.23.2 3472914816
5760: spareEntry.23.3 3472914816
5761: spareEntry.23.4 3472914816
5762: spareEntry.24.1 
5763: spareEntry.24.2 
5764: spareEntry.24.3 
5765: spareEntry.24.4 
5766: diskTotalCount.0 72
5767: diskActiveCount.0 68
5768: diskReconstructingCount.0 0
5769: diskReconstructingParityCount.0 0
5770: diskVerifyingParityCount.0 0
5771: diskScrubbingCount.0 0
5772: diskFailedCount.0 0
5773: diskSpareCount.0 4
5774: diskAddingSpareCount.0 0
5775: diskFailedMessage.0 There are no failed disks.
5776: diskPrefailedCount.0 0
5777: raidVNumber.0 2
5778: spareNumber.0 4
5779: otherDiskNumber.0 0
5780: raidPNumber.0 2
5781: raidPIndex.1.1.1.1 1
5782: raidPIndex.1.1.1.2 2
5783: raidPIndex.1.1.1.3 3
5784: raidPIndex.1.1.1.4 4
5785: raidPIndex.1.1.1.5 5
5786: raidPIndex.1.1.1.6 6
5787: raidPIndex.1.1.1.7 7
5788: raidPIndex.1.1.1.8 8
5789: raidPIndex.1.1.1.9 9
5790: raidPIndex.1.1.1.10 10
5791: raidPIndex.1.1.1.11 11
5792: raidPIndex.1.1.1.12 12
5793: raidPIndex.1.1.1.13 13
5794: raidPIndex.1.1.1.14 14
5795: raidPIndex.1.1.1.15 15
5796: raidPIndex.1.1.1.16 16
5797: raidPIndex.1.1.1.17 17
5798: raidPIndex.2.1.1.1 1
5799: raidPIndex.2.1.1.2 2
5800: raidPIndex.2.1.1.3 3
5801: raidPIndex.2.1.1.4 4
5802: raidPIndex.2.1.1.5 5
5803: raidPIndex.2.1.1.6 6
5804: raidPIndex.2.1.1.7 7
5805: raidPIndex.2.1.1.8 8
5806: raidPIndex.2.1.1.9 9
5807: raidPIndex.2.1.1.10 10
5808: raidPIndex.2.1.1.11 11
5809: raidPIndex.2.1.1.12 12
5810: raidPIndex.2.1.1.13 13
5811: raidPIndex.2.1.1.14 14
5812: raidPIndex.2.1.1.15 15
5813: raidPIndex.2.1.1.16 16
5814: raidPIndex.2.1.1.17 17
5815: raidPIndex.2.1.2.1 1
5816: raidPIndex.2.1.2.2 2
5817: raidPIndex.2.1.2.3 3
5818: raidPIndex.2.1.2.4 4
5819: raidPIndex.2.1.2.5 5
5820: raidPIndex.2.1.2.6 6
5821: raidPIndex.2.1.2.7 7
5822: raidPIndex.2.1.2.8 8
5823: raidPIndex.2.1.2.9 9
5824: raidPIndex.2.1.2.10 10
5825: raidPIndex.2.1.2.11 11
5826: raidPIndex.2.1.2.12 12
5827: raidPIndex.2.1.2.13 13
5828: raidPIndex.2.1.2.14 14
5829: raidPIndex.2.1.2.15 15
5830: raidPIndex.2.1.2.16 16
5831: raidPIndex.2.1.2.17 17
5832: raidPIndex.2.1.3.1 1
5833: raidPIndex.2.1.3.2 2
5834: raidPIndex.2.1.3.3 3
5835: raidPIndex.2.1.3.4 4
5836: raidPIndex.2.1.3.5 5
5837: raidPIndex.2.1.3.6 6
5838: raidPIndex.2.1.3.7 7
5839: raidPIndex.2.1.3.8 8
5840: raidPIndex.2.1.3.9 9
5841: raidPIndex.2.1.3.10 10
5842: raidPIndex.2.1.3.11 11
5843: raidPIndex.2.1.3.12 12
5844: raidPIndex.2.1.3.13 13
5845: raidPIndex.2.1.3.14 14
5846: raidPIndex.2.1.3.15 15
5847: raidPIndex.2.1.3.16 16
5848: raidPIndex.2.1.3.17 17
5849: raidPStatus.1.1.1.1 active(1)
5850: raidPStatus.1.1.1.2 active(1)
5851: raidPStatus.1.1.1.3 active(1)
5852: raidPStatus.1.1.1.4 active(1)
5853: raidPStatus.1.1.1.5 active(1)
5854: raidPStatus.1.1.1.6 active(1)
5855: raidPStatus.1.1.1.7 active(1)
5856: raidPStatus.1.1.1.8 active(1)
5857: raidPStatus.1.1.1.9 active(1)
5858: raidPStatus.1.1.1.10 active(1)
5859: raidPStatus.1.1.1.11 active(1)
5860: raidPStatus.1.1.1.12 active(1)
5861: raidPStatus.1.1.1.13 active(1)
5862: raidPStatus.1.1.1.14 active(1)
5863: raidPStatus.1.1.1.15 active(1)
5864: raidPStatus.1.1.1.16 active(1)
5865: raidPStatus.1.1.1.17 active(1)
5866: raidPStatus.2.1.1.1 active(1)
5867: raidPStatus.2.1.1.2 active(1)
5868: raidPStatus.2.1.1.3 active(1)
5869: raidPStatus.2.1.1.4 active(1)
5870: raidPStatus.2.1.1.5 active(1)
5871: raidPStatus.2.1.1.6 active(1)
5872: raidPStatus.2.1.1.7 active(1)
5873: raidPStatus.2.1.1.8 active(1)
5874: raidPStatus.2.1.1.9 active(1)
5875: raidPStatus.2.1.1.10 active(1)
5876: raidPStatus.2.1.1.11 active(1)
5877: raidPStatus.2.1.1.12 active(1)
5878: raidPStatus.2.1.1.13 active(1)
5879: raidPStatus.2.1.1.14 active(1)
5880: raidPStatus.2.1.1.15 active(1)
5881: raidPStatus.2.1.1.16 active(1)
5882: raidPStatus.2.1.1.17 active(1)
5883: raidPStatus.2.1.2.1 active(1)
5884: raidPStatus.2.1.2.2 active(1)
5885: raidPStatus.2.1.2.3 active(1)
5886: raidPStatus.2.1.2.4 active(1)
5887: raidPStatus.2.1.2.5 active(1)
5888: raidPStatus.2.1.2.6 active(1)
5889: raidPStatus.2.1.2.7 active(1)
5890: raidPStatus.2.1.2.8 active(1)
5891: raidPStatus.2.1.2.9 active(1)
5892: raidPStatus.2.1.2.10 active(1)
5893: raidPStatus.2.1.2.11 active(1)
5894: raidPStatus.2.1.2.12 active(1)
5895: raidPStatus.2.1.2.13 active(1)
5896: raidPStatus.2.1.2.14 active(1)
5897: raidPStatus.2.1.2.15 active(1)
5898: raidPStatus.2.1.2.16 active(1)
5899: raidPStatus.2.1.2.17 active(1)
5900: raidPStatus.2.1.3.1 active(1)
5901: raidPStatus.2.1.3.2 active(1)
5902: raidPStatus.2.1.3.3 active(1)
5903: raidPStatus.2.1.3.4 active(1)
5904: raidPStatus.2.1.3.5 active(1)
5905: raidPStatus.2.1.3.6 active(1)
5906: raidPStatus.2.1.3.7 active(1)
5907: raidPStatus.2.1.3.8 active(1)
5908: raidPStatus.2.1.3.9 active(1)
5909: raidPStatus.2.1.3.10 active(1)
5910: raidPStatus.2.1.3.11 active(1)
5911: raidPStatus.2.1.3.12 active(1)
5912: raidPStatus.2.1.3.13 active(1)
5913: raidPStatus.2.1.3.14 active(1)
5914: raidPStatus.2.1.3.15 active(1)
5915: raidPStatus.2.1.3.16 active(1)
5916: raidPStatus.2.1.3.17 active(1)
5917: raidPVol.1.1.1.1 1
5918: raidPVol.1.1.1.2 1
5919: raidPVol.1.1.1.3 1
5920: raidPVol.1.1.1.4 1
5921: raidPVol.1.1.1.5 1
5922: raidPVol.1.1.1.6 1
5923: raidPVol.1.1.1.7 1
5924: raidPVol.1.1.1.8 1
5925: raidPVol.1.1.1.9 1
5926: raidPVol.1.1.1.10 1
5927: raidPVol.1.1.1.11 1
5928: raidPVol.1.1.1.12 1
5929: raidPVol.1.1.1.13 1
5930: raidPVol.1.1.1.14 1
5931: raidPVol.1.1.1.15 1
5932: raidPVol.1.1.1.16 1
5933: raidPVol.1.1.1.17 1
5934: raidPVol.2.1.1.1 2
5935: raidPVol.2.1.1.2 2
5936: raidPVol.2.1.1.3 2
5937: raidPVol.2.1.1.4 2
5938: raidPVol.2.1.1.5 2
5939: raidPVol.2.1.1.6 2
5940: raidPVol.2.1.1.7 2
5941: raidPVol.2.1.1.8 2
5942: raidPVol.2.1.1.9 2
5943: raidPVol.2.1.1.10 2
5944: raidPVol.2.1.1.11 2
5945: raidPVol.2.1.1.12 2
5946: raidPVol.2.1.1.13 2
5947: raidPVol.2.1.1.14 2
5948: raidPVol.2.1.1.15 2
5949: raidPVol.2.1.1.16 2
5950: raidPVol.2.1.1.17 2
5951: raidPVol.2.1.2.1 2
5952: raidPVol.2.1.2.2 2
5953: raidPVol.2.1.2.3 2
5954: raidPVol.2.1.2.4 2
5955: raidPVol.2.1.2.5 2
5956: raidPVol.2.1.2.6 2
5957: raidPVol.2.1.2.7 2
5958: raidPVol.2.1.2.8 2
5959: raidPVol.2.1.2.9 2
5960: raidPVol.2.1.2.10 2
5961: raidPVol.2.1.2.11 2
5962: raidPVol.2.1.2.12 2
5963: raidPVol.2.1.2.13 2
5964: raidPVol.2.1.2.14 2
5965: raidPVol.2.1.2.15 2
5966: raidPVol.2.1.2.16 2
5967: raidPVol.2.1.2.17 2
5968: raidPVol.2.1.3.1 2
5969: raidPVol.2.1.3.2 2
5970: raidPVol.2.1.3.3 2
5971: raidPVol.2.1.3.4 2
5972: raidPVol.2.1.3.5 2
5973: raidPVol.2.1.3.6 2
5974: raidPVol.2.1.3.7 2
5975: raidPVol.2.1.3.8 2
5976: raidPVol.2.1.3.9 2
5977: raidPVol.2.1.3.10 2
5978: raidPVol.2.1.3.11 2
5979: raidPVol.2.1.3.12 2
5980: raidPVol.2.1.3.13 2
5981: raidPVol.2.1.3.14 2
5982: raidPVol.2.1.3.15 2
5983: raidPVol.2.1.3.16 2
5984: raidPVol.2.1.3.17 2
5985: raidPPlex.1.1.1.1 1
5986: raidPPlex.1.1.1.2 1
5987: raidPPlex.1.1.1.3 1
5988: raidPPlex.1.1.1.4 1
5989: raidPPlex.1.1.1.5 1
5990: raidPPlex.1.1.1.6 1
5991: raidPPlex.1.1.1.7 1
5992: raidPPlex.1.1.1.8 1
5993: raidPPlex.1.1.1.9 1
5994: raidPPlex.1.1.1.10 1
5995: raidPPlex.1.1.1.11 1
5996: raidPPlex.1.1.1.12 1
5997: raidPPlex.1.1.1.13 1
5998: raidPPlex.1.1.1.14 1
5999: raidPPlex.1.1.1.15 1
6000: raidPPlex.1.1.1.16 1
6001: raidPPlex.1.1.1.17 1
6002: raidPPlex.2.1.1.1 1
6003: raidPPlex.2.1.1.2 1
6004: raidPPlex.2.1.1.3 1
6005: raidPPlex.2.1.1.4 1
6006: raidPPlex.2.1.1.5 1
6007: raidPPlex.2.1.1.6 1
6008: raidPPlex.2.1.1.7 1
6009: raidPPlex.2.1.1.8 1
6010: raidPPlex.2.1.1.9 1
6011: raidPPlex.2.1.1.10 1
6012: raidPPlex.2.1.1.11 1
6013: raidPPlex.2.1.1.12 1
6014: raidPPlex.2.1.1.13 1
6015: raidPPlex.2.1.1.14 1
6016: raidPPlex.2.1.1.15 1
6017: raidPPlex.2.1.1.16 1
6018: raidPPlex.2.1.1.17 1
6019: raidPPlex.2.1.2.1 1
6020: raidPPlex.2.1.2.2 1
6021: raidPPlex.2.1.2.3 1
6022: raidPPlex.2.1.2.4 1
6023: raidPPlex.2.1.2.5 1
6024: raidPPlex.2.1.2.6 1
6025: raidPPlex.2.1.2.7 1
6026: raidPPlex.2.1.2.8 1
6027: raidPPlex.2.1.2.9 1
6028: raidPPlex.2.1.2.10 1
6029: raidPPlex.2.1.2.11 1
6030: raidPPlex.2.1.2.12 1
6031: raidPPlex.2.1.2.13 1
6032: raidPPlex.2.1.2.14 1
6033: raidPPlex.2.1.2.15 1
6034: raidPPlex.2.1.2.16 1
6035: raidPPlex.2.1.2.17 1
6036: raidPPlex.2.1.3.1 1
6037: raidPPlex.2.1.3.2 1
6038: raidPPlex.2.1.3.3 1
6039: raidPPlex.2.1.3.4 1
6040: raidPPlex.2.1.3.5 1
6041: raidPPlex.2.1.3.6 1
6042: raidPPlex.2.1.3.7 1
6043: raidPPlex.2.1.3.8 1
6044: raidPPlex.2.1.3.9 1
6045: raidPPlex.2.1.3.10 1
6046: raidPPlex.2.1.3.11 1
6047: raidPPlex.2.1.3.12 1
6048: raidPPlex.2.1.3.13 1
6049: raidPPlex.2.1.3.14 1
6050: raidPPlex.2.1.3.15 1
6051: raidPPlex.2.1.3.16 1
6052: raidPPlex.2.1.3.17 1
6053: raidPGroup.1.1.1.1 1
6054: raidPGroup.1.1.1.2 1
6055: raidPGroup.1.1.1.3 1
6056: raidPGroup.1.1.1.4 1
6057: raidPGroup.1.1.1.5 1
6058: raidPGroup.1.1.1.6 1
6059: raidPGroup.1.1.1.7 1
6060: raidPGroup.1.1.1.8 1
6061: raidPGroup.1.1.1.9 1
6062: raidPGroup.1.1.1.10 1
6063: raidPGroup.1.1.1.11 1
6064: raidPGroup.1.1.1.12 1
6065: raidPGroup.1.1.1.13 1
6066: raidPGroup.1.1.1.14 1
6067: raidPGroup.1.1.1.15 1
6068: raidPGroup.1.1.1.16 1
6069: raidPGroup.1.1.1.17 1
6070: raidPGroup.2.1.1.1 1
6071: raidPGroup.2.1.1.2 1
6072: raidPGroup.2.1.1.3 1
6073: raidPGroup.2.1.1.4 1
6074: raidPGroup.2.1.1.5 1
6075: raidPGroup.2.1.1.6 1
6076: raidPGroup.2.1.1.7 1
6077: raidPGroup.2.1.1.8 1
6078: raidPGroup.2.1.1.9 1
6079: raidPGroup.2.1.1.10 1
6080: raidPGroup.2.1.1.11 1
6081: raidPGroup.2.1.1.12 1
6082: raidPGroup.2.1.1.13 1
6083: raidPGroup.2.1.1.14 1
6084: raidPGroup.2.1.1.15 1
6085: raidPGroup.2.1.1.16 1
6086: raidPGroup.2.1.1.17 1
6087: raidPGroup.2.1.2.1 2
6088: raidPGroup.2.1.2.2 2
6089: raidPGroup.2.1.2.3 2
6090: raidPGroup.2.1.2.4 2
6091: raidPGroup.2.1.2.5 2
6092: raidPGroup.2.1.2.6 2
6093: raidPGroup.2.1.2.7 2
6094: raidPGroup.2.1.2.8 2
6095: raidPGroup.2.1.2.9 2
6096: raidPGroup.2.1.2.10 2
6097: raidPGroup.2.1.2.11 2
6098: raidPGroup.2.1.2.12 2
6099: raidPGroup.2.1.2.13 2
6100: raidPGroup.2.1.2.14 2
6101: raidPGroup.2.1.2.15 2
6102: raidPGroup.2.1.2.16 2
6103: raidPGroup.2.1.2.17 2
6104: raidPGroup.2.1.3.1 3
6105: raidPGroup.2.1.3.2 3
6106: raidPGroup.2.1.3.3 3
6107: raidPGroup.2.1.3.4 3
6108: raidPGroup.2.1.3.5 3
6109: raidPGroup.2.1.3.6 3
6110: raidPGroup.2.1.3.7 3
6111: raidPGroup.2.1.3.8 3
6112: raidPGroup.2.1.3.9 3
6113: raidPGroup.2.1.3.10 3
6114: raidPGroup.2.1.3.11 3
6115: raidPGroup.2.1.3.12 3
6116: raidPGroup.2.1.3.13 3
6117: raidPGroup.2.1.3.14 3
6118: raidPGroup.2.1.3.15 3
6119: raidPGroup.2.1.3.16 3
6120: raidPGroup.2.1.3.17 3
6121: raidPPlexNumber.1.1.1.1 1
6122: raidPPlexNumber.1.1.1.2 1
6123: raidPPlexNumber.1.1.1.3 1
6124: raidPPlexNumber.1.1.1.4 1
6125: raidPPlexNumber.1.1.1.5 1
6126: raidPPlexNumber.1.1.1.6 1
6127: raidPPlexNumber.1.1.1.7 1
6128: raidPPlexNumber.1.1.1.8 1
6129: raidPPlexNumber.1.1.1.9 1
6130: raidPPlexNumber.1.1.1.10 1
6131: raidPPlexNumber.1.1.1.11 1
6132: raidPPlexNumber.1.1.1.12 1
6133: raidPPlexNumber.1.1.1.13 1
6134: raidPPlexNumber.1.1.1.14 1
6135: raidPPlexNumber.1.1.1.15 1
6136: raidPPlexNumber.1.1.1.16 1
6137: raidPPlexNumber.1.1.1.17 1
6138: raidPPlexNumber.2.1.1.1 1
6139: raidPPlexNumber.2.1.1.2 1
6140: raidPPlexNumber.2.1.1.3 1
6141: raidPPlexNumber.2.1.1.4 1
6142: raidPPlexNumber.2.1.1.5 1
6143: raidPPlexNumber.2.1.1.6 1
6144: raidPPlexNumber.2.1.1.7 1
6145: raidPPlexNumber.2.1.1.8 1
6146: raidPPlexNumber.2.1.1.9 1
6147: raidPPlexNumber.2.1.1.10 1
6148: raidPPlexNumber.2.1.1.11 1
6149: raidPPlexNumber.2.1.1.12 1
6150: raidPPlexNumber.2.1.1.13 1
6151: raidPPlexNumber.2.1.1.14 1
6152: raidPPlexNumber.2.1.1.15 1
6153: raidPPlexNumber.2.1.1.16 1
6154: raidPPlexNumber.2.1.1.17 1
6155: raidPPlexNumber.2.1.2.1 1
6156: raidPPlexNumber.2.1.2.2 1
6157: raidPPlexNumber.2.1.2.3 1
6158: raidPPlexNumber.2.1.2.4 1
6159: raidPPlexNumber.2.1.2.5 1
6160: raidPPlexNumber.2.1.2.6 1
6161: raidPPlexNumber.2.1.2.7 1
6162: raidPPlexNumber.2.1.2.8 1
6163: raidPPlexNumber.2.1.2.9 1
6164: raidPPlexNumber.2.1.2.10 1
6165: raidPPlexNumber.2.1.2.11 1
6166: raidPPlexNumber.2.1.2.12 1
6167: raidPPlexNumber.2.1.2.13 1
6168: raidPPlexNumber.2.1.2.14 1
6169: raidPPlexNumber.2.1.2.15 1
6170: raidPPlexNumber.2.1.2.16 1
6171: raidPPlexNumber.2.1.2.17 1
6172: raidPPlexNumber.2.1.3.1 1
6173: raidPPlexNumber.2.1.3.2 1
6174: raidPPlexNumber.2.1.3.3 1
6175: raidPPlexNumber.2.1.3.4 1
6176: raidPPlexNumber.2.1.3.5 1
6177: raidPPlexNumber.2.1.3.6 1
6178: raidPPlexNumber.2.1.3.7 1
6179: raidPPlexNumber.2.1.3.8 1
6180: raidPPlexNumber.2.1.3.9 1
6181: raidPPlexNumber.2.1.3.10 1
6182: raidPPlexNumber.2.1.3.11 1
6183: raidPPlexNumber.2.1.3.12 1
6184: raidPPlexNumber.2.1.3.13 1
6185: raidPPlexNumber.2.1.3.14 1
6186: raidPPlexNumber.2.1.3.15 1
6187: raidPPlexNumber.2.1.3.16 1
6188: raidPPlexNumber.2.1.3.17 1
6189: raidPGroupNumber.1.1.1.1 1
6190: raidPGroupNumber.1.1.1.2 1
6191: raidPGroupNumber.1.1.1.3 1
6192: raidPGroupNumber.1.1.1.4 1
6193: raidPGroupNumber.1.1.1.5 1
6194: raidPGroupNumber.1.1.1.6 1
6195: raidPGroupNumber.1.1.1.7 1
6196: raidPGroupNumber.1.1.1.8 1
6197: raidPGroupNumber.1.1.1.9 1
6198: raidPGroupNumber.1.1.1.10 1
6199: raidPGroupNumber.1.1.1.11 1
6200: raidPGroupNumber.1.1.1.12 1
6201: raidPGroupNumber.1.1.1.13 1
6202: raidPGroupNumber.1.1.1.14 1
6203: raidPGroupNumber.1.1.1.15 1
6204: raidPGroupNumber.1.1.1.16 1
6205: raidPGroupNumber.1.1.1.17 1
6206: raidPGroupNumber.2.1.1.1 3
6207: raidPGroupNumber.2.1.1.2 3
6208: raidPGroupNumber.2.1.1.3 3
6209: raidPGroupNumber.2.1.1.4 3
6210: raidPGroupNumber.2.1.1.5 3
6211: raidPGroupNumber.2.1.1.6 3
6212: raidPGroupNumber.2.1.1.7 3
6213: raidPGroupNumber.2.1.1.8 3
6214: raidPGroupNumber.2.1.1.9 3
6215: raidPGroupNumber.2.1.1.10 3
6216: raidPGroupNumber.2.1.1.11 3
6217: raidPGroupNumber.2.1.1.12 3
6218: raidPGroupNumber.2.1.1.13 3
6219: raidPGroupNumber.2.1.1.14 3
6220: raidPGroupNumber.2.1.1.15 3
6221: raidPGroupNumber.2.1.1.16 3
6222: raidPGroupNumber.2.1.1.17 3
6223: raidPGroupNumber.2.1.2.1 3
6224: raidPGroupNumber.2.1.2.2 3
6225: raidPGroupNumber.2.1.2.3 3
6226: raidPGroupNumber.2.1.2.4 3
6227: raidPGroupNumber.2.1.2.5 3
6228: raidPGroupNumber.2.1.2.6 3
6229: raidPGroupNumber.2.1.2.7 3
6230: raidPGroupNumber.2.1.2.8 3
6231: raidPGroupNumber.2.1.2.9 3
6232: raidPGroupNumber.2.1.2.10 3
6233: raidPGroupNumber.2.1.2.11 3
6234: raidPGroupNumber.2.1.2.12 3
6235: raidPGroupNumber.2.1.2.13 3
6236: raidPGroupNumber.2.1.2.14 3
6237: raidPGroupNumber.2.1.2.15 3
6238: raidPGroupNumber.2.1.2.16 3
6239: raidPGroupNumber.2.1.2.17 3
6240: raidPGroupNumber.2.1.3.1 3
6241: raidPGroupNumber.2.1.3.2 3
6242: raidPGroupNumber.2.1.3.3 3
6243: raidPGroupNumber.2.1.3.4 3
6244: raidPGroupNumber.2.1.3.5 3
6245: raidPGroupNumber.2.1.3.6 3
6246: raidPGroupNumber.2.1.3.7 3
6247: raidPGroupNumber.2.1.3.8 3
6248: raidPGroupNumber.2.1.3.9 3
6249: raidPGroupNumber.2.1.3.10 3
6250: raidPGroupNumber.2.1.3.11 3
6251: raidPGroupNumber.2.1.3.12 3
6252: raidPGroupNumber.2.1.3.13 3
6253: raidPGroupNumber.2.1.3.14 3
6254: raidPGroupNumber.2.1.3.15 3
6255: raidPGroupNumber.2.1.3.16 3
6256: raidPGroupNumber.2.1.3.17 3
6257: raidPDiskNumber.1.1.1.1 17
6258: raidPDiskNumber.1.1.1.2 17
6259: raidPDiskNumber.1.1.1.3 17
6260: raidPDiskNumber.1.1.1.4 17
6261: raidPDiskNumber.1.1.1.5 17
6262: raidPDiskNumber.1.1.1.6 17
6263: raidPDiskNumber.1.1.1.7 17
6264: raidPDiskNumber.1.1.1.8 17
6265: raidPDiskNumber.1.1.1.9 17
6266: raidPDiskNumber.1.1.1.10 17
6267: raidPDiskNumber.1.1.1.11 17
6268: raidPDiskNumber.1.1.1.12 17
6269: raidPDiskNumber.1.1.1.13 17
6270: raidPDiskNumber.1.1.1.14 17
6271: raidPDiskNumber.1.1.1.15 17
6272: raidPDiskNumber.1.1.1.16 17
6273: raidPDiskNumber.1.1.1.17 17
6274: raidPDiskNumber.2.1.1.1 17
6275: raidPDiskNumber.2.1.1.2 17
6276: raidPDiskNumber.2.1.1.3 17
6277: raidPDiskNumber.2.1.1.4 17
6278: raidPDiskNumber.2.1.1.5 17
6279: raidPDiskNumber.2.1.1.6 17
6280: raidPDiskNumber.2.1.1.7 17
6281: raidPDiskNumber.2.1.1.8 17
6282: raidPDiskNumber.2.1.1.9 17
6283: raidPDiskNumber.2.1.1.10 17
6284: raidPDiskNumber.2.1.1.11 17
6285: raidPDiskNumber.2.1.1.12 17
6286: raidPDiskNumber.2.1.1.13 17
6287: raidPDiskNumber.2.1.1.14 17
6288: raidPDiskNumber.2.1.1.15 17
6289: raidPDiskNumber.2.1.1.16 17
6290: raidPDiskNumber.2.1.1.17 17
6291: raidPDiskNumber.2.1.2.1 17
6292: raidPDiskNumber.2.1.2.2 17
6293: raidPDiskNumber.2.1.2.3 17
6294: raidPDiskNumber.2.1.2.4 17
6295: raidPDiskNumber.2.1.2.5 17
6296: raidPDiskNumber.2.1.2.6 17
6297: raidPDiskNumber.2.1.2.7 17
6298: raidPDiskNumber.2.1.2.8 17
6299: raidPDiskNumber.2.1.2.9 17
6300: raidPDiskNumber.2.1.2.10 17
6301: raidPDiskNumber.2.1.2.11 17
6302: raidPDiskNumber.2.1.2.12 17
6303: raidPDiskNumber.2.1.2.13 17
6304: raidPDiskNumber.2.1.2.14 17
6305: raidPDiskNumber.2.1.2.15 17
6306: raidPDiskNumber.2.1.2.16 17
6307: raidPDiskNumber.2.1.2.17 17
6308: raidPDiskNumber.2.1.3.1 17
6309: raidPDiskNumber.2.1.3.2 17
6310: raidPDiskNumber.2.1.3.3 17
6311: raidPDiskNumber.2.1.3.4 17
6312: raidPDiskNumber.2.1.3.5 17
